NG-Space Heating,EL-Space Heating,NG-DHW Heating,EL-Space Cooling,EL-Lighting,EL-Electric Equipment,EPD,HDD_EL,HDD_NG,CDD
0.0,562.7024921160225,1547.3546666518532,0.0,1223.8680960000002,535.0649327291965,0.0095889772890537,844.1505189728084,1194.9331048118038,0.0
0.0,409.26444117035703,1547.3546666518532,0.0,1105.4292480000001,483.28445536830645,0.0095889772890537,613.9670523084147,930.8029362920234,0.0
0.0,383.1017085644931,1547.3546666518532,0.0,1223.8680960000002,535.0649327291965,0.0095889772890537,574.7184535969785,925.5010394359739,0.0
0.0,168.44118247544438,1547.3546666518532,153.845455578673,1184.38848,517.8047736088998,0.0095889772890537,252.69074439023825,549.2985908578006,46.42390623743912
0.0,13.525007880932263,1547.3546666518532,479.15412815280723,1223.8680960000002,535.0649327291965,0.0095889772890537,20.289838025892756,227.75162425504718,144.58799731833898
0.0,0.5429149320825165,1547.3546666518532,912.0483820715303,1184.38848,517.8047736088998,0.0095889772890537,0.8144657756039351,112.14325525281836,275.2167648633901
0.0,0.0,1547.3546666518532,1928.289025727542,1223.8680960000002,535.0649327291965,0.0095889772890537,0.0,10.798642497846096,581.8742490140077
0.0,0.0,1547.3546666518532,1895.2166017266773,1223.8680960000002,535.0649327291965,0.0095889772890537,0.0,2.5422497558531276,571.8944214975827
0.0,0.0,1547.3546666518532,1231.0562428073306,1184.38848,517.8047736088998,0.0095889772890537,0.0,56.12949529080287,371.4795433777125
0.0,120.59057721773902,1547.3546666518532,377.97441733449045,1223.8680960000002,535.0649327291965,0.0095889772890537,180.90660654226443,424.7412906697325,114.05633559006176
0.0,220.36930987731864,1547.3546666518532,49.87793628354745,1184.38848,517.8047736088998,0.0095889772890537,330.5918667590725,655.0078808576254,15.051004455313674
0.0,319.8638519877592,1547.3546666518532,0.0,1184.38848,517.8047736088998,0.0095889772890537,479.85079227343283,819.3178108272995,0.0
